,id,path,age,gender,stem,img_path,gender_issue,mask_issue,label
89,000016,000016_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,False,False,4
90,000016,000016_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,False,False,16
91,000018,000018_female_Asian_59,59,female,mask1,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,False,False,4
92,000018,000018_female_Asian_59,59,female,mask2,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,False,False,4
93,000018,000018_female_Asian_59,59,female,mask4,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,False,False,4
94,000018,000018_female_Asian_59,59,female,mask3,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,False,False,4
95,000018,000018_female_Asian_59,59,female,incorrect_mask,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,False,False,10
96,000018,000018_female_Asian_59,59,female,mask5,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,False,False,4
97,000018,000018_female_Asian_59,59,female,normal,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,False,False,16
98,000019,000019_female_Asian_57,57,female,mask1,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,False,False,4
99,000019,000019_female_Asian_57,57,female,mask2,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,False,False,4
100,000019,000019_female_Asian_57,57,female,mask4,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,False,False,4
101,000019,000019_female_Asian_57,57,female,mask3,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,False,False,4
102,000019,000019_female_Asian_57,57,female,incorrect_mask,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,False,False,10
103,000019,000019_female_Asian_57,57,female,mask5,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,False,False,4
104,000019,000019_female_Asian_57,57,female,normal,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,False,False,16
105,000020,000020_female_Asian_50,50,female,mask1,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,False,False,4
106,000020,000020_female_Asian_50,50,female,mask2,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,False,False,4
107,000020,000020_female_Asian_50,50,female,mask4,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,False,False,4
108,000020,000020_female_Asian_50,50,female,mask3,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,False,False,4
109,000020,000020_female_Asian_50,50,female,normal,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,False,False,16
110,000020,000020_female_Asian_50,50,female,mask5,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,False,False,4
111,000020,000020_female_Asian_50,50,female,incorrect_mask,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,False,False,10
112,000021,000021_female_Asian_54,54,female,mask1,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,False,False,4
113,000021,000021_female_Asian_54,54,female,mask2,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,False,False,4
114,000021,000021_female_Asian_54,54,female,mask4,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,False,False,4
115,000021,000021_female_Asian_54,54,female,mask3,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,False,False,4
116,000021,000021_female_Asian_54,54,female,incorrect_mask,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,False,False,10
117,000021,000021_female_Asian_54,54,female,mask5,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,False,False,4
118,000021,000021_female_Asian_54,54,female,normal,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,False,False,16
119,000022,000022_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,False,False,4
120,000022,000022_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,False,False,4
121,000022,000022_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,False,False,4
122,000022,000022_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,False,False,4
123,000022,000022_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,False,False,10
124,000022,000022_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,False,False,4
125,000022,000022_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,False,False,16
126,000023,000023_female_Asian_55,55,female,mask1,/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,False,False,4
127,000023,000023_female_Asian_55,55,female,mask2,/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,False,False,4
128,000023,000023_female_Asian_55,55,female,mask4,/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,False,False,4
129,000023,000023_female_Asian_55,55,female,mask3,/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,False,False,4
130,000023,000023_female_Asian_55,55,female,incorrect_mask,/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,False,False,10
131,000023,000023_female_Asian_55,55,female,mask5,/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,False,False,4
132,000023,000023_female_Asian_55,55,female,normal,/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,False,False,16
133,000024,000024_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,False,False,4
134,000024,000024_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,False,False,4
135,000024,000024_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,False,False,4
136,000024,000024_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,False,False,4
137,000024,000024_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,False,False,10
138,000024,000024_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,False,False,4
139,000024,000024_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,False,False,16
140,000025,000025_female_Asian_49,49,female,mask1,/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,False,False,4
141,000025,000025_female_Asian_49,49,female,mask2,/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,False,False,4
142,000025,000025_female_Asian_49,49,female,mask4,/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,False,False,4
143,000025,000025_female_Asian_49,49,female,mask3,/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,False,False,4
144,000025,000025_female_Asian_49,49,female,incorrect_mask,/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,False,False,10
145,000025,000025_female_Asian_49,49,female,mask5,/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,False,False,4
146,000025,000025_female_Asian_49,49,female,normal,/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,False,False,16
147,000026,000026_female_Asian_56,56,female,mask1,/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,False,False,4
148,000026,000026_female_Asian_56,56,female,mask2,/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,False,False,4
149,000026,000026_female_Asian_56,56,female,mask4,/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,False,False,4
150,000026,000026_female_Asian_56,56,female,mask3,/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,False,False,4
151,000026,000026_female_Asian_56,56,female,incorrect_mask,/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,False,False,10
152,000026,000026_female_Asian_56,56,female,mask5,/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,False,False,4
153,000026,000026_female_Asian_56,56,female,normal,/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,False,False,16
154,000028,000028_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000028_female_Asian_58/mask1.jpg,False,False,4
155,000028,000028_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000028_female_Asian_58/mask2.jpg,False,False,4
156,000028,000028_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000028_female_Asian_58/mask4.jpg,False,False,4
157,000028,000028_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000028_female_Asian_58/mask3.jpg,False,False,4
158,000028,000028_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,False,False,10
159,000028,000028_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000028_female_Asian_58/mask5.jpg,False,False,4
160,000028,000028_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000028_female_Asian_58/normal.jpg,False,False,16
161,000029,000029_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,False,False,4
162,000029,000029_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,False,False,4
163,000029,000029_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,False,False,4
164,000029,000029_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,False,False,4
165,000029,000029_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,False,False,10
166,000029,000029_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,False,False,4
167,000029,000029_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,False,False,16
168,000030,000030_female_Asian_55,55,female,mask1,/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,False,False,4
169,000030,000030_female_Asian_55,55,female,mask2,/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,False,False,4
170,000030,000030_female_Asian_55,55,female,mask4,/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,False,False,4
171,000030,000030_female_Asian_55,55,female,mask3,/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,False,False,4
172,000030,000030_female_Asian_55,55,female,incorrect_mask,/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,False,False,10
173,000030,000030_female_Asian_55,55,female,mask5,/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,False,False,4
174,000030,000030_female_Asian_55,55,female,normal,/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,False,False,16
175,000031,000031_female_Asian_54,54,female,mask1,/opt/ml/input/data/train/images/000031_female_Asian_54/mask1.jpg,False,False,4
176,000031,000031_female_Asian_54,54,female,mask2,/opt/ml/input/data/train/images/000031_female_Asian_54/mask2.jpg,False,False,4
177,000031,000031_female_Asian_54,54,female,mask4,/opt/ml/input/data/train/images/000031_female_Asian_54/mask4.jpg,False,False,4
178,000031,000031_female_Asian_54,54,female,mask3,/opt/ml/input/data/train/images/000031_female_Asian_54/mask3.jpg,False,False,4
179,000031,000031_female_Asian_54,54,female,incorrect_mask,/opt/ml/input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,False,False,10
180,000031,000031_female_Asian_54,54,female,mask5,/opt/ml/input/data/train/images/000031_female_Asian_54/mask5.jpg,False,False,4
181,000031,000031_female_Asian_54,54,female,normal,/opt/ml/input/data/train/images/000031_female_Asian_54/normal.jpg,False,False,16
182,000033,000033_male_Asian_57,57,male,mask1,/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,False,False,1
183,000033,000033_male_Asian_57,57,male,mask2,/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,False,False,1
184,000033,000033_male_Asian_57,57,male,mask4,/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,False,False,1
185,000033,000033_male_Asian_57,57,male,mask3,/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,False,False,1
186,000033,000033_male_Asian_57,57,male,incorrect_mask,/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,False,False,7
187,000033,000033_male_Asian_57,57,male,mask5,/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,False,False,1
188,000033,000033_male_Asian_57,57,male,normal,/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,False,False,13
189,000034,000034_female_Asian_55,55,female,mask1,/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,False,False,4
190,000034,000034_female_Asian_55,55,female,mask2,/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,False,False,4
191,000034,000034_female_Asian_55,55,female,mask4,/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,False,False,4
192,000034,000034_female_Asian_55,55,female,mask3,/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,False,False,4
193,000034,000034_female_Asian_55,55,female,incorrect_mask,/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,False,False,10
194,000034,000034_female_Asian_55,55,female,mask5,/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,False,False,4
195,000034,000034_female_Asian_55,55,female,normal,/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,False,False,16
196,000036,000036_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,False,False,4
197,000036,000036_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000036_female_Asian_58/mask2.jpg,False,False,4
198,000036,000036_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,False,False,4
199,000036,000036_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,False,False,4
200,000036,000036_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,False,False,10
201,000036,000036_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,False,False,4
202,000036,000036_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,False,False,16
203,000037,000037_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000037_female_Asian_58/mask1.jpg,False,False,4
204,000037,000037_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000037_female_Asian_58/mask2.jpg,False,False,4
205,000037,000037_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000037_female_Asian_58/mask4.jpg,False,False,4
206,000037,000037_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000037_female_Asian_58/mask3.jpg,False,False,4
207,000037,000037_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,False,False,10
208,000037,000037_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000037_female_Asian_58/mask5.jpg,False,False,4
209,000037,000037_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000037_female_Asian_58/normal.jpg,False,False,16
210,000038,000038_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000038_female_Asian_58/mask1.jpg,False,False,4
211,000038,000038_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000038_female_Asian_58/mask2.jpg,False,False,4
212,000038,000038_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000038_female_Asian_58/mask4.jpg,False,False,4
213,000038,000038_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000038_female_Asian_58/mask3.jpg,False,False,4
